7.7
3.8
7.2
0.5
6.8
8.6
5.1
8.3
4.6
5.3
6.2
2.9
2.7
6.7
7.6
13.1
4.9
7.8
11.4
5.9
5.4
10.7
10.6
7.7
7.2
10.2
6.2
10.6
5.4
5.4
2.9
7.3
2.2
4.6
5.4
12.5
8.2
6.6
13.7
10.5
